School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location
610366,8030,26621,WACKER,Charles H Wacker Elementary School,Neighborhood,ES,N,Y,Y,Y,"Wacker is a Tier 1+ neighborhood school that prides itself on being a small, personalized student- centered learning environment.Student skills in reading, writing, listening, and speaking are strengthened by the intensive curriculum and high expectations.  All classrooms have Promethean Boards. Chromebooks and IPADs are also used to enhance learning. Wacker has established partnerships with Beverly Arts Center, Forward Momentum, Pretty Brown Girls, Trinity Church, Learn Together/Grow Together Day Care Center, South Side Help Center,  Breaking Bread Male Intitative, Metropolitan Family Services, Youth First Counseling Services, Chicago State University, St. Xavier University ,Roosevelt University, Urban Gateways,  University of Illinois' ""Science on the Go"",   Trinity All Nations Church and several other community organizations.. Students are encouraged to compete in the schoolwide Spelling Bee, Science Fair, Essay, Speech, and Young Authors competitions. Wacker is also a pilot school, partnering with CASEL for developing social and emotional competenices of students. Wacker offers art,technology, social-emotional learning, and range of classes.",Principal,Ekaterini Anastasios Panagakis,Assistant Principal,Mrs. Dawn Sydnor-Cole,9746 S MORGAN ST,Chicago,Illinois,60643,7735352821,7735352829,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610366,http://charleshwacker.weebly.com/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",292,223,33,0,289,1,0,1,0,0,0,1,0,0,There are 292 students enrolled at WACKER.  76.4% are Low Income Students.  11.3% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at WACKER is Black.  This demographic makes up 99% of the student population.  The second greatest demographic is Asian at 0.3%.,Generally accessible,Y,Full Day,Full Day,8:00 AM-3:00 PM,NA,NA,8:00 AM,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,41.716193,-87.648044,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Clerk,Donna Owens,NA,NA,NA,NA,NA,NA,NA,NA,"9746 S MORGAN ST
Chicago, Illinois 60643
(41.716193, -87.648044)"
609740,1640,51071,WELLS HS,Wells Community Academy High School,Neighborhood,HS,Y,N,N,N,"Wells believes all students are smart, talented, and capable of success and provides its students with a positive environment with the aim of educating them to become lifelong scholars.",Principal,Ms.Rituparna Raichoudhuri,Assistant Principal,Amy Vondra,936 N ASHLAND AVE,Chicago,Illinois,60622,7735347010,7735347078,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609740,http://wellshs.cps.edu,NA,NA,NA,NA,Y,"9,10,11,12",9-12,370,335,96,40,190,163,12,0,1,0,0,4,0,0,There are 370 students enrolled at WELLS HS.  90.5% are Low Income Students.  25.9% are Diverse Learners.  10.8% are Limited English Learners.,The largest demographic at WELLS HS is Black.  This demographic makes up 51.4% of the student population.  The second greatest demographic is Hispanic at 44.1%.,No/unknown accessibility,N,NA,NA,9:00  AM - 4:15  PM,NA,4:15 - 6:30,8:30 AM,Spanish,Y,N,Y,NA,NA,NA,NA,NA,"9, 56, 66",Blue,NA,41.898995,-87.667483,15.4,18.4,51,57.9,62.9,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"936 N ASHLAND AVE
Chicago, Illinois 60622
(41.898995, -87.667483)"
609759,1840,51091,CLEMENTE HS,Roberto Clemente Community Academy High School,Neighborhood,HS,Y,N,N,N,"Roberto Clemente Community Academy is a wall-to-wall International Baccalaureate World school that develops students through intercultural understanding with an emphasis on critical thinking.  Our curricula is aligned with the IB pedagogical framework as well as the Common Core State Standards. Both are designed to prepare students to contribute productively to their local, national, and global communities. Students can participate in the IB Diploma Programme, Career-related Programme, and Middle Years Programme. Additional pathways include career education in Allied Health, Broadcast Technology, or Culinary Arts.  As a comprehensive neighborhood school, Clemente also offers athletics and extracurricular activities.  Our campus features 3 music rooms, 3 fine arts rooms, 2 gymnasiums, a weight room, athletic fields, and newly remodeled science labs. Clemente's renovated Media Center contains a film lab, audio recording studio, and a Mac lab. In order to prepare our students to compete in college and the career marketplace, Clemente provides over 450 devices to support student learning: 8 hardwired labs, 5 mobile labs, 30 SMART board classrooms, tablets, and laptops.",Principal,Fernando S Mojica,"IB Coordinator, Freshman Admissions",Elisabeth Anderson,1147 N WESTERN AVE,Chicago,Illinois,60622,7735344e3,7735344012,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609759,http://www.rccachicago.org,http://www.facebook.com/rccachicago,http://twitter.com/rccachicago,NA,NA,Y,"9,10,11,12",9-12,753,711,184,69,226,506,9,3,4,0,0,2,1,2,There are 753 students enrolled at CLEMENTE HS.  94.4% are Low Income Students.  24.4% are Diverse Learners.  9.2% are Limited English Learners.,The largest demographic at CLEMENTE HS is Hispanic.  This demographic makes up 67.2% of the student population.  The second greatest demographic is Black at 30%.,Fully Accessible,Y,NA,NA,8:00  AM - 3:00  PM,NA,NA,NA,"Spanish, Spanish for Heritage Speakers",Y,N,Y,NA,NA,NA,NA,NA,"49, 70","Blue, Red",NA,41.902626,-87.686906,15.4,18.4,43.3,57.9,83.5,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Jamie Crosen,IB Coordinator,Andrea Kulas,Case Manager,Thomas Keddy,"Dean, Spanish-speaking contact",Jessie Fuentes,NA,NA,"1147 N WESTERN AVE
Chicago, Illinois 60622
(41.902626, -87.686906)"
610059,4680,24401,MAYER,Oscar F Mayer Elementary School,Magnet,ES,N,Y,Y,Y,"Oscar Mayer Magnet offers Montessori in grades Pre-K through 4th grades. Pre-K is a full day program for 3 and 4 year olds. We also offer the International Baccalaureate (IB) Middle Years Programme (MYP) in Grades 6-8. Finally, all students benefit from taking Music, Art, Drama, Spanish, Library, and Physical Education.",Principal,Ms.Danielle N Drayton,Assistant Principal,Bilquis A Thomas,2250 N CLIFTON AVE,Chicago,Illinois,60614,7735345535,7735345777,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610059,http://mayermagnet.org/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",758,100,75,17,61,111,540,25,2,0,0,7,12,0,There are 758 students enrolled at MAYER.  13.2% are Low Income Students.  9.9% are Diverse Learners.  2.2% are Limited English Learners.,The largest demographic at MAYER is White.  This demographic makes up 71.2% of the student population.  The second greatest demographic is Hispanic at 14.6%.,Generally accessible,N,NA,Full Day,08:30 AM-03:30 PM,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,74,"Brown, Purple, Red",NA,41.923204,-87.657287,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2250 N CLIFTON AVE
Chicago, Illinois 60614
(41.923204, -87.657287)"
610568,9633,65016,PATHWAYS - AVONDALE HS,Pathways in Education- Avondale,Citywide-Option,HS,Y,N,N,N, ,Principal,Mr. Andrew Morgan,NA,NA,3100 W BELMONT AVE,Chicago,Illinois,60618,7735885007,7735885009,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610568,http://www.pathwaysedu.org,https://www.facebook.com/PathwaysInEducationIL,https://twitter.com/pathwaysil,NA,https://www.pinterest.com/PieIllinois/,N,"9,10,11,12",9-12,222,198,35,22,14,179,20,4,2,0,0,2,0,1,There are 222 students enrolled at PATHWAYS - AVONDALE HS.  89.2% are Low Income Students.  15.8% are Diverse Learners.  9.9% are Limited English Learners.,The largest demographic at PATHWAYS - AVONDALE HS is Hispanic.  This demographic makes up 80.6% of the student population.  The second greatest demographic is White at 9%.,No/unknown accessibility,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.939433,-87.705206,14.4,18.4,16.7,57.9,NA,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3100 W BELMONT AVE
Chicago, Illinois 60618
(41.939433, -87.705206)"
400085,3343,66394,ACERO - GARCIA HS,Acero Charter Schools - Major Hector P. Garcia MD,Charter,HS,Y,N,N,N,"At the UNO Charter School Network (UCSN), academic success is not a hope; it is an expectation.  UCSN high schools prepare students for college through a rigorous curriculum, Advanced Placement (AP) courses, a language program that includes Mandarin, and summer experiences on college campuses. UCSN Garcia offers a STEM curriculum for students interested in pursuing careers in science, technology, engineering and math.  All UCSN schools emphasize active citizenship and leadership development through an American Civics curriculum, and offer many athletic, creative, and academic extracurricular activities.",Director,Ms. Linsay Ahlgren-Blythe,NA,NA,4248 W 47TH ST,Chicago,Illinois,60632,7735793480,7733765785,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400085,http://www.ucsnschools.org,https://www.facebook.com/UNOCharterSchoolNetwork,https://twitter.com/ucsnschools,NA,NA,N,"9,10,11,12",9-12,576,542,82,124,3,557,10,2,2,0,0,0,0,2,There are 576 students enrolled at ACERO - GARCIA HS.  94.1% are Low Income Students.  14.2% are Diverse Learners.  21.5% are Limited English Learners.,The largest demographic at ACERO - GARCIA HS is Hispanic.  This demographic makes up 96.7% of the student population.  The second greatest demographic is White at 1.7%.,No/unknown accessibility,Y,NA,NA,8:00 AM-3:30 PM,NA,NA,7:30 AM,"Mandarin, Spanish",NA,NA,Y,NA,NA,NA,NA,NA,"47, 53A",Orange,NA,41.809171,-87.730467,17.7,18.4,63,57.9,84.5,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4248 W 47TH ST
Chicago, Illinois 60632
(41.809171, -87.730467)"
610111,5260,24821,PALMER,John Palmer Elementary School,Neighborhood,ES,N,Y,Y,Y,"We are committed to be a neighborhood school that celebrates diversity, meets the needs of all students through differentiated instruction, and maintains high expectations for learning and performance. The school theme:  ""Agents of Positive Change""   ",Principal,Jennifer K Dixon,Assistant Principal,Stephen Caropreso,5051 N KENNETH AVE,Chicago,Illinois,60630,7735343704,7735343771,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610111,http://www.palmerpride.org,https://www.facebook.com/FriendsofPalmer,http://twitter.com/palmer_panthers,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",802,600,113,269,5,380,239,127,2,0,0,8,40,1,There are 802 students enrolled at PALMER.  74.8% are Low Income Students.  14.1% are Diverse Learners.  33.5% are Limited English Learners.,The largest demographic at PALMER is Hispanic.  This demographic makes up 47.4% of the student population.  The second greatest demographic is White at 29.8%.,No/unknown accessibility,Y,Half Day,Full Day,08:00 AM-03:00 PM,NA,3:00 - 4:00 PM,7:30 AM,"Arabic, Spanish",Y,NA,Y,NA,NA,NA,NA,NA,"92, 81, 53, 54A",Blue,NA,41.973289,-87.739213,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,School Clerk,Holly Smith Grattan,School Clerk,Claudia Kraemer,NA,NA,NA,NA,NA,NA,"5051 N KENNETH AVE
Chicago, Illinois 60630
(41.973289, -87.739213)"
609944,3580,23361,GRISSOM,Virgil Grissom Elementary School,Neighborhood,ES,N,Y,Y,Y,"Grissom Elementary School offers a Fine and Performing Arts Magnet Program. Teachers and the city’s art institutions work together to make art an important part of the core curriculum. Grissom School has partnerships with Art Resources in Teaching (A.R.T.), International Music Foundation, Field Museum, and Art Institute. Grissom is named a School of Distinction.",Principal,Dennis Michael Sweeney,Assistant Principal,Andrea Eichhorn,12810 S ESCANABA AVE,Chicago,Illinois,60633,7735355380,7735355362,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609944,NA,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",351,205,46,71,17,260,56,0,0,0,0,3,0,15,There are 351 students enrolled at GRISSOM.  58.4% are Low Income Students.  13.1% are Diverse Learners.  20.2% are Limited English Learners.,The largest demographic at GRISSOM is Hispanic.  This demographic makes up 74.1% of the student population.  The second greatest demographic is White at 16%.,Generally accessible,Y,Half Day,Full Day,7:45 am-2:45 pm,NA,NA,NA,NA,Y,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,41.662481,-87.553307,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12810 S ESCANABA AVE
Chicago, Illinois 60633
(41.662481, -87.553307)"
609987,3930,31121,HENDRICKS,Thomas A Hendricks Elementary Community Academy,Neighborhood,ES,N,Y,Y,Y,"Hendricks Community Academy provides a strong educational program for students that supports their social and emotional growth. We strive to provide a caring environment that fosters a positive attitude towards learning.  Our Making A Difference Everywhere program reinforces leadership skills with students through basketball in grades 5-8. The Sit Stay Read program encourages students to develop an understanding and connection with animals while improving reading skills. Our technology program, Think through Math, reinforces and assists students in grades 3-8 with math. The music, band and art classes support students in addressing their creative talents. We are partnered with Hubbard Street Dance Company which implements dance workshop in grades 2-5 . There is an autism cluster program and a blended Head Start. The additional resources at Hendricks helps to produce a well rounded education for all students.",Principal,Sandee Lolita Mcdonald,NA,NA,4316 S PRINCETON AVE,Chicago,Illinois,60609,7735351696,7735351700,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609987,http://www.hendricks.cps.edu,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",243,205,73,2,222,12,4,0,1,0,0,2,1,1,There are 243 students enrolled at HENDRICKS.  84.4% are Low Income Students.  30% are Diverse Learners.  0.8% are Limited English Learners.,The largest demographic at HENDRICKS is Black.  This demographic makes up 91.4% of the student population.  The second greatest demographic is Hispanic at 4.9%.,Fully Accessible,Y,Half Day,Full Day,8:15  AM - 3:15  PM,NA,3:15 PM - 5:15 PM,8:00 a.m.,NA,NA,NA,Y,Y,NA,Y,NA,NA,"24, 43",Red,NA,41.815788,-87.633664,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4316 S PRINCETON AVE
Chicago, Illinois 60609
(41.815788, -87.633664)"
609715,1400,46181,KELLY HS,Thomas Kelly High School,Neighborhood,HS,Y,N,N,N,"Kelly combines selective enrollment in IB, AP, Honors, and AVID college prep programs with a freshmen academy, award-winning performing arts, and comprehensive bilingual services in Chinese and Spanish to develop strong leaders and engaged students prepared for global opportunities.",Principal,Raul Magdaleno,Assistant Principal,Wendy Fischer,4136 S CALIFORNIA AVE,Chicago,Illinois,60632,7735354900,7735354841,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609715,http://kellyhighschool.org/,NA,https://twitter.com/ThomasKelly_HS,NA,NA,Y,"9,10,11,12",9-12,1949,1834,352,502,73,1566,30,241,5,0,0,6,2,26,There are 1949 students enrolled at KELLY HS.  94.1% are Low Income Students.  18.1% are Diverse Learners.  25.8% are Limited English Learners.,The largest demographic at KELLY HS is Hispanic.  This demographic makes up 80.3% of the student population.  The second greatest demographic is Asian at 12.4%.,Fully Accessible,N,NA,NA,7:45  AM - 3:00  PM,7:45 AM-3:00 PM,NA,NA,"Chinese, Spanish",Y,N,Y,NA,NA,NA,NA,NA,"39, 62, 94",Orange,NA,41.818729,-87.694639,17.1,18.4,55.1,57.9,77.8,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant  Principal,Liddell-Jegen McGuire,Assistant Principal,Griselda Esparza,Assistant Principal,Andrew Chipman,NA,NA,NA,NA,"4136 S CALIFORNIA AVE
Chicago, Illinois 60632
(41.818729, -87.694639)"
400142,9059,66626,YCCS - VIRTUAL,YCCS-Virtual HS,Charter,HS,Y,N,N,N,NA,Director,Ms.Mary Bradley,NA,NA,1900 W VAN BUREN ST,Chicago,Illinois,60612,3124290027,3122435733,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400142,NA,NA,NA,NA,NA,N,"9,10,11,12",9-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,There are 202 students enrolled at YCCS - TRUMAN.  76.7% are Low Income Students.  12.9% are Diverse Learners.  6.9% are Limited English Learners.,The largest demographic at YCCS - TRUMAN is Hispanic.  This demographic makes up 48% of the student population.  The second greatest demographic is Black at 31.7%.,No/unknown accessibility,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.876317,-87.674138,NA,18.4,18.2,57.9,NA,73.5,Inability to Rate,NA,This school did not have enough data for a 2015-2016 Performance Policy Rating.,"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1900 W VAN BUREN ST
Chicago, Illinois 60612
(41.876317, -87.674138)"
610048,4580,24311,MANIERRE,George Manierre Elementary School,Neighborhood,ES,N,Y,Y,Y,"Manierre Elementary School offers a well rounded instructional program that promotes College, Careers, and Civics. Teachers and Staff at Manierre work well together and strive for excellence. Administration has implemented a data driven plan for instruction to increase performance.  Manierre has a one-to-one ratio for technology integration in the classroom and has a computer lab. Each class is equipped with a Promethean Board. There is a math accelerated program for students in grades 2-8.  The school offers extended school hours as well as various after school programs to promote collaborative team building activities, sportsmanship, and a safe environment to engage with peers.    Manierre has partnerships with many community organizations to support academic achievement and social emotional wellbeing for all students.  The school’s partners include but are not limited to: The Holiday Inn Mart Plaza - Chicago, DePaul University, Chicago Lights at Fourth Presbyterian Church, Lurie's Children's Hospital, Sit, Stay, Read, Respiratory Health Association, Green City Market, Peggy Notebaert, WITS, TOV, Moody Church, St.Michael's Church, WEF, and Junior Achievement.",Principal,Tinishi P Davis,Assistant Principal,Dr. Tinishi Davis,1420 N HUDSON AVE,Chicago,Illinois,60610,7735348456,7735348020,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610048,http://www.manierrefergusoncpc.org/,http://www.facebook.com/ManierreElementary,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",345,316,61,0,337,5,0,0,0,0,0,2,0,1,There are 345 students enrolled at MANIERRE.  91.6% are Low Income Students.  17.7% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at MANIERRE is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Hispanic at 1.4%.,Generally accessible,Y,Full Day,Full Day,08:30 AM-03:30 PM,NA,3:30 PM - 5:00 PM (tutoring hours),8:15 a.m.,NA,NA,NA,Y,NA,NA,NA,NA,NA,"9, 11, 72","Brown, Purple",NA,41.908247,-87.639827,NA,18.4,NA,57.9,NA,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420 N HUDSON AVE
Chicago, Illinois 60610
(41.908247, -87.639827)"
400149,9640,66137,ACERO - SOTO HS,Acero Charter Schools - Victoria Soto,Charter,HS,Y,N,N,N," At the UNO Charter School Network (UCSN), academic success is not a hope; it is an expectation.  UCSN high schools prepare students for college through a rigorous curriculum, Advanced Placement (AP) courses, a language program that includes Mandarin, and summer experiences on college campuses. UCSN Soccer’s modern campus incorporates fitness and nutrition into is curriculum and features a robust athletic program.  All UCSN schools emphasize active citizenship and leadership development through an American Civics curriculum, and offer many athletic, creative, and academic extracurricular activities.",Director,Ms. Kelly Smith,NA,NA,5025 S ST. LOUIS AVE,Chicago,Illinois,60632,3124555446,3124555447,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400149,http://www.ucsnschools.org,https://www.facebook.com/UNOCharterSchoolNetwork,https://twitter.com/ucsnschools,NA,NA,N,"9,10,11,12",9-12,559,529,78,154,6,547,2,0,0,0,0,0,0,4,There are 559 students enrolled at ACERO - SOTO HS.  94.6% are Low Income Students.  14% are Diverse Learners.  27.5% are Limited English Learners.,The largest demographic at ACERO - SOTO HS is Hispanic.  This demographic makes up 97.9% of the student population.  The second greatest demographic is Black at 1.1%.,No/unknown accessibility,Y,NA,NA,8:00 AM - 3:30 PM,NA,NA,7:30 AM,"Mandarin, Spanish",NA,NA,Y,NA,NA,NA,NA,NA,NA,Orange,NA,41.801762,-87.711025,16.6,18.4,NA,57.9,NA,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5025 S ST. LOUIS AVE
Chicago, Illinois 60632
(41.801762, -87.711025)"
609734,1580,46311,TAFT HS,William Howard Taft High School,Neighborhood,HS,Y,Y,N,N,"As an IB World School, Taft High School reflects the diversity of our global society while setting the highest expectations as the premier neighborhood school in Chicago.",Principal,Mark Grishaber,Assistant Principal,Maria Amador,6530 W BRYN MAWR AVE,Chicago,Illinois,60631,7735341e3,7735341027,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609734,http://www.tafths.org,http://www.facebook.com/tafths,https://twitter.com/taft_hs,https://www.youtube.com/channel/UClTyFK3VXAb18FZf03gKxkw,NA,Y,"7,8,9,10,11,12",7-12,3369,1823,394,200,77,1332,1559,245,9,0,0,80,5,62,There are 3369 students enrolled at TAFT HS.  54.1% are Low Income Students.  11.7% are Diverse Learners.  5.9% are Limited English Learners.,The largest demographic at TAFT HS is White.  This demographic makes up 46.3% of the student population.  The second greatest demographic is Hispanic at 39.5%.,Generally accessible,N,NA,NA,7:45 a.m. - 2:58 p.m.,7:45 a.m. - 2:58 p.m.,2:58 p.m. - 8:00 p.m.,06:30 a.m.,"Arabic, French, Korean, Polish, Spanish, Spanish for Heritage Speakers",Y,N,N,NA,NA,Y,NA,NA,"68, 86",Blue,Union Pacific Northwest (UP-NW),41.982961,-87.791547,18.9,18.4,63,57.9,85.2,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Eric Flores,Assistant Principal,Jenny Greenblatt,Assistant Principal,Patrick Levins,IB Coordinator,Irene Kondos,NJROTC Commander,Gerard Eglar,"6530 W BRYN MAWR AVE
Chicago, Illinois 60631
(41.982961, -87.791547)"
